Sentence,Emotion
 요즘따라 자꾸 사고싶은 충동이 이네요.0,1
이 그럼 수석이 그냥 가서 나가라 하겠냐,0
핵무기비확산과 관련하여다른 국가들은 비확산에 동의해야 하지만일본은 북한의 위협으로 동의할수 없다..,0
진심으로 고맙고 사랑해요.,3
미국이 경제보복해버리면 ㅋㅋ 안그래도 못사는 나라 죽는당 ㅎㅎ,3
 왜 지가 잘못한걸 모른다고 발뺌이야?!!,0
볼 때마다 설레다,3
대호혼자서 던지고 치고 받고 다하겠구나^♡^~,3
"즐겁게,재미있게 배우겠습니다.",3
트럼프 만세 당선 축하합니다.,3
뇌물주고 이것저것 하는돈으로 공부를 시키지 그랬냐,2
찜통더위니까 캐스터랑 같이 샤워하고싶다,1
우와아 왕댯님생일에 6번째 1위라니!!,3
세상에서 가장 아름다운 생명체인 우리 연아님^^,3
요리에 자신이 없어  늘 가족핀잔백주부레시피를  따라했더니  엄마가 한거  맞나고  하네요감사~,3
독일만그런거고지구끝까지따라가서 100원짜리하나까지다가져와,2
항상감사합니다,3
미안하다 다음부턴 잘만들께 만들다가 내가 깜박 졸아서 그리됐다,1
그냥 초아나 설현이나 그냥 사진 찰칵찰칵 찍으면 님들 연봉보다 잘나옴,2
사유지 그린벨트 해제하라 왜 약속안지키나,0
모태솔로라면 조금은 이해해줄게,2
저도 힘들긴하지만...,1
  백선생님 덕분입니다....,3
너랑 헤어지고 매일 매일 후회한다,1
 그런데 나에게 그렇게 차가웠던 이유를 알게되니...,1
시키면 돈이아까울것같고치킨은 먹고싶고.,1
닥치고 한미합방하자,2
  요세너무우울하네요ㅜ,1
우선 역대 대통령부터 다 반환 받도록 합시다.,0
이민준비들 분주하군,2
 너무 힘들어.,1
정준영 무죄면 다시 1박2일 나오게 해주세요 . 짜증나는년,0
ㅋㅋ 이제 시작이다.,3
하나님!,3
"백년손님이라 하면서 왜 올라는걸까? ㅇㅅ""ㅇ",2
새로 사고는 싶은데 사면 아버지가 왜 있는거 안쓰고 사냐고 뭐라 하실거같고새로 살까요,1
 헤어진이유가 상처줄 행동도 많이하고소홀 한건 없는데 받아주는걸 잘못했어요,1
ㄱㅊ 엠마왓슨 개이쁨,3
살이 있는데로 뿔어가지고맘먹고 헬스 다니려고하는데..,1
 밝고 명랑한 소녀던데,3
한국인이 아니너라도 거기서 피해본 사람들이 여러 죽은건 얼마나 가슴 아픈일이냐!,1
박원순이는 자기 주변은 억수로 지저분 하면서똥묻은 개 머 묻은개 나무란다고?,0
녹취파일 전부 들어보고 싶네,0
돈 못줄거면 알바를 쓰지 말고 본인이 직접 하세요.,0
짱깨놈들은 이빨에 뭐가 잔득 끼어있냐??? 정말 구역질 난다.,0
지금까지?여기 피시방알바하면서 젤많이팔았다 20만원.ㅋ,3
  홧팅!^^,3
공기업에서 사무보조로 일하고 있는 사람인데 사무보조 4명 중에서 나만 남자이고 내가 제일 오래 일했는데 이 망할 것들이 갑질하고 있네 ㅡㅡ,0
마음이 너무 무겁습니다.,1
레알은 벌받는다 레퀴벌받아라,0
아이들도 좋아할거같고~에버랜드 튤립축제 진해군항제등 볼거리 많네요,3
궁금한점이 많아서 판님들에게 물어보려고 합니다..ㅜ,1
 커밍아웃 해도 괜찮을까요?,1
끝나고 심장 부여잡는거 다들 못보셨나.. 엄청 떤것같은데..ㅠ,1
작가+감독+배우 다 열일ㅠㅠㅠㅠ,3
고생하셨슴다 홍포 !,3
ㅋㅋㅋ레알 수준ㅋㅋ,3
예라이 다카키 마사오의 딸아!!!,0
 우주에 모든 기운을 모아도 힘들다고봄,1
지적능력 초등학생 미만...,0
힐러리 하면 들러리가 생각남,2
마지막곡은 이왕이면 다같이 불렀다면 좋았을텐데 아쉽다,1
 물건 잘 만들었으면 광고를 통해 제대로 알리고 소비자 반응 기다리면 될 것.,3
 태호피디 보기 미안하지도 않나요,1
기억에 맨유를 끝으로 은퇴한다고 했던거 같은데 인제 그냥 후배들에게 맡기셔도 될듯한데,2
특검 수고하시네요,3
오지말고 거기서 살거라 오다가 공항에서 짖밟힌다,0
촛불이 원하는건 야당만 존재하는 대한민국??,0
승패를 떠나서 열심히 해주시는 여러분들을 보러 저희들은 야구장에 갑니다~!~!,3
 그 지역 이기주의 때문에 개택시 전체를 망쳐놨어,0
주위를 환하게 만드는 박보검 능력~~,3
대상후본데.. 꿈이 연말 시상식에 다 나가는거.. 진짜 소박하고 귀엽다,3
전 그아이 마음이 식을까바 못하겠어요...,1
병원안에서 2억투자해서 커피숖 장사햇다가 1년만에 다날리고 일자리 알아보고잇다 ㅠㅠ,1
그냥 sk 왔어도 됬을텐데ㅜㅜ,1
춤도잘추고. . . .이상한랩도 잘하고. . . 무도에 적합한 인재,2
정말 제목 그대로 아름다운 동행이네요~^^,3
한번 데이트 했는데 그 이후 연락 없는건 뭐야..,1
 죄송합니다.,1
박그네 됫을때 내기분이랑 똑같을듯 ㅋㅋ 나도 믿을수없엇지 ㅋㅋ...,0
뭐 그래도보는사람이있으니까 살아남는거겠지,2
강준이애들한테잘하구ㅎㅎ아이들좋아하는거같아ㅜㅜ잘생겼어♡,3
 미쳐버리겠어요,1
미친폭도들이 개난리쳐서 대통을 바꾸는걱 제 정신이냐?,0
요즘 날씨에서 미세먼지 얘기는 안한기로 약속했나요??,2
또라이~~,0
양심없냐 싸가지없는년,0
보통사람은 2분만 하면 후들거리는건 둘째치고 땀나지..,2
저는 화장을 하지도않고 아무것도안하는데 가방에있다는이유만으로도뺏겼어요,0
티부에서 이요리 보면서 대단하다는걸 느겻네요^^,3
결혼앞두고 큰돈 들어가는게 뻔히 보이는데 한푼이라도 아껴보려고 했던 아버지 마음을 알것같아 안타깝네요..,0
이 무당 새끼들 자살은 안돼,0
너를 잊으려고 발버둥치고발악을 해도너의 미소 한번에 모든 노력이 물거품이 되었어...,1
그동안 고생많았습니다 시즌2로 꼭돌아와주세요~^^,3
책충이 더 문제아닌가?,0
기상관련 공부해보면 왜 자주틀리는지는 이해하게 되는데 돈이 이해가 안된다....,2
보수 새끼들은 아직도 뭐가 뭔지 모르고 ㅈ ㅣ 라 ㄹㄹ하고있다,0
와~~~오늘 정동하 대단했다,3
시대의 흐름을 보니 트럼프 당선이 확실시 되는듯,2
11년전 무적첼시의 중원..람파드 에시앙 마케렐레 ...,3
이엘씨 분량 늘려주세요.이언니 매력 쩔어.,3
공유 존멋..,3
구속해야죠,0
 너무우울하구불안해요,1
그런데 점점 자라면서 말을 참 말도 안듣고...,1
다른분들은 얼마나 통화하세요 ㅠㅠ??,1
"동영상 댓글을 안보자니,, 안볼순 없고..",1
정말 이별은 힘든것 같아요.,1
 하다보니 시급에 속상하네요,1
정말만날때마다 재미가없어서 진지하게고민되네요.,1
우와 최민용씨 다리기네요 .비율이 좋네용,3
그건 모르겠는데 두산보다 약하다는건 알겠다,2
계속되는 맛있는 음식 쉽게할수 있어소 고마워유!!~~  ㅎㅎ,3
내가 이럴라구 대한민국 국민이 됐나 자괴감이들고 괴롭습니다,0
저거 1분 나오고도 출연료는 수백 받아갔겠지 에이 퉤!!,2
 6시20분이후에 저녁시간인데 저녁을 안먹는게 답일까요,1
 현역으로 가서 안까이길 기대했는데 너무 좋은 소식이네요.^^,3
송승원에 악역 상상이 안가는군,2
카페 왔다가 다들 버논이 오빠 걱정하길레 통합 공지 봤더니 부상이라뇨ㅠㅠ,1
어느 학교 누구세요????,2
그래도 미쓰에이인지도는있는겡,2
 그리고 감사합니다.,3
그리고 감사합니다,3
한심한 한겨레여,0
개수작 얼마나 쳐먹을려고,0
두 연 놈을 단두대에 묶어라,0
이미국민들마음은청와대코앞에서외치고있는데귀머거리인가,0
김종민 상받는데 짠하다,3
왜 블핑이 신인상이지,2
 진짜보수라면 위안안부문제와 한일군사협정등 반대시위부터 해야지 않는가,0
와 너무하네 유족들 입장에선 세월호로 테마파크 만드는거랑 뭐가다름?,0
뒷배가 누구냐?,0
한남들이 하는일은 여자탓으로돌ㄹㅣ는일밖에못해요,0
상술이 넘치는구나...,2
저 대신 가주셔서 감사합니다!!!!!!!!!!!!!!,3
아는형님에서 생색을해야지,2
 브라가 다 비쳐서흥분할까봐 계속 땅만봤음ㅋㅋ,3
여러모로 고맙습니다.,3
이 드라마 공감되고 편하게 볼 수 있어서 좋음 ㅋㅋ,3
 병신이 청와대에 있다,0
정말 왜이러는걸까요~~~~~침울하다..,1
나도좀 토닥여줘라 ㅠㅠㅠㅠㅠ,1
둘이 달에 몇천은 그냥 벌겠지???,2
너네 때문에 다른글을 볼수가 없네 ㅅㅂ,0
부산에 필요 합니다,2
응 기자야 정부가 시키드나?,0
 어무 많이 먹으면 감당이 안되는데ㅠㅠ,1
 점심들 드시거나 드시기전일듯 한데 드러운얘기해서 지송 ㅠㅎ휴,1
올해는 40% 함 찍어봐야지...,2
게다가 위트도 있으시고 편안한 인상 너무 좋습니다,3
 지구온난화 가속으로 인류최후의날을 앞당길지도 모른다...,1
대통령이 사임결정하면 모든게 순리대로 되는데 대통령은 아무런 결정을 하지 않고 말장난만 하고 있습니다,0
우리는 대통령 아래이다,2
 깜깜한 암흑의 공간인줄 알았는데 빛나는 수많은 별들이 반짝거리고 있더라고요.,3
하....,1
공유님 !! 수고하셨어요 !!! 천만돌파축하드려요~~???? 다들수고하셨습니다!!!!,3
 소소한재미가 피곤함을 풀어줌 걍보면 웃김,3
 다음번에는 꼭 1위시켜드릴수있도록 노력하겠습니다♥,3
내 사랑 슬기야^^♥나 이제?얼마 안남았어!,3
"중대결함 1회면 교환,환불 해야지",0
군대도 안갔다 온 놈이 안보팔이 작작 좀 쳐해라,0
 죄송해요,1
도깨비작가한테 배우고 오세요,2
워낙빡대갈이라.,2
속보 대통령타살 김기춘 우병우소행으로보임~~,0
우리나라도 불체자 추방하여 안전한 대한민국 만들자,0
박근혜 2년 탄핵 무산되면 화염병에 불붙여 청와대을 불바다로 만들라.,0
국민들앞에 허구헌날 거짓말한 죄도 물어라,0
기상청 하는일이대체머임?,0
우리나라 공무원 수준으로 봐서는 부작용이 엄청날것같네...,2
생각만큼 잘 안되네요.,1
으휴 ... 이런것들한테 내세금이 월급으로 나간다니...ㅂ 쉬ㄴ 들.,0
투표개표가 이렇게 흥미진진할수가...,3
쓰레기하나 휴지통에 바르게 버리셨습니다.,3
나라 말아먹은 미친 순실이년과 어린 저 딸 년이 미쳐서 가지가지한다!!!,0
역시 얼굴도 착해 몸매도 착해 마음씨는 말할것도 없네 ^^,3
구라청.. 하다못해 핑계까지..,0
16년만에 기다리고 기다리던 날이네요,3
앞이 막막하네요.,1
국민들이 역사가 당신을 기억합니다. 정말 수고 하셨습니다.^^,3
이번에도 선거조작 짓거리 해서 허수아비 세울 생각은 말아라 개누리야,0
최순실 정말 큰일했다 ~! ㅋㅋㅋㅋ 최고다 !,3
벌써 제대네,2
눈이장애구만.. 한글두 못읽구.. 북한으로 추방시키겠습니다.,0
 눈 부릅뜨고 어케사나 봐주마!,0
최정 박정권 정의윤 최승준 등 원래 방망이는 좀 되는팀이니까 마운드 재건하려면 선동열감독 영입이 답이다.,2
폭설수준도 아니네 한 150cm는 쌓여야 폭설 아니냐,2
20대 손예진은 진짜 넘사벽이었는데..,2
기상청이틀뒤에 불지르러간다,0
미국중국이나 다른 유럽국가들한테는 과연 이런식으로 나올수 있을까?,0
오버워치도 현질성이 있지.,2
 어제 발주내서 온 그래놀라 먹엇더니 맛잇당 ㅋㅋㅋ,3
이젠 종북자들도 정당화시키네 ㅋㅋ,2
옷을 이상하게 입었던걸까??,1
넓은미국도 기상 잘맞추던데 이좃만한땅덩어리에 그걸 못맞추냐??,0
어휴 생각만 해도 고통이군요,1
21세기판 팔만대장경ㅋㅋㅋㅋㅋㅋㅋㅋㅋ 지린다,3
ㅜㅜ너의 빈자리는 김광현이 메꿔줄꺼야 하늘에서 응원해줘ㅜㅜ,1
답변 해 주신분들 정말 감사해요ㅜㅜ,3
코스모스 고무동력기 같은데?,2
신범죄구단 엔씨 ㅋㅋㅋㅋㅋㅋㅋㅋ 축하한다,3
이분 너무매력있으신듯ㅋㅋㅋㅋㅋㅋ앞으로도 흥하세요!!!!,2
좋은 요리 쉬워서 감사합니다,3
 저는 또 그 말에 기다리겠다고 했는데..,1
국정원하고 MBC 인하대 검찰 경찰대통령의 숨은 이야기지왜 이렇게 될 수 밖에 없는지,0
트럼프 244명으로 바뀌었어요,2
갓윤아연기 개쩐다!!!,3
제인구달인줄 알았네요 감동적이예요,3
전동차 고장 시험한거니깐 1시간 30분 어치 임금 지급하세요,2
우리집에서 결정한다고 하면 우리집앞까지 쳐들어올 판국이네 ㅋㅋㅋ 미개한 개돼지들,2
 계속 고민되네요,1
훈훈한 소식이네요~ ^^,3
손오공처럼 머리테를 씌우자는거네,2
요금은 2백정도? 하도해쳑먹으니 안하는게 낫다,2
광주시민으로서 좌빨 찌라시에 속아 민주화운동이라고 했던 자신이 부끄럽고 분노스럽다.,0
무도도 이제 대기업아니면 출연힘드네,2
누가 돌아다니면서 까지 게임하겠냐??,2
너 들어온다고 해도 사람들이 줘 팰 걸??,2
"좋은 음식 간편하게 만들수있게 도와주셔서 고맙습니다,",3
민주주의 국가에서 독재했다는거 자체가 범죄인데,0
독일국민 캐 부럽다. 우리랑은 완전반대네.,1
제발 한다고 까발려 놓은 일이라도 제대로 해라 맨날 뒷북치지말고,0
" 그밥에 그나물들이 있으니, 최순실이 여태 징계운운할 수 있는거니 그 맥부터 잘라내야 함",0
우리나라도 트럼프 같은 정치인 나와서 한국 우선주의로 가야한다.,1
세계 최고 정보기관이 아니라면 아닌거야,0
미안햬요,1
아름다운 영상을 위해 노력해주시는 촬영팀과연출팀에게도 무한 감사를 드립니다~~,3
병원 더 자주 가면 더 많이 내는 건 없나.???,2
편의점 검색해봐 이것보다 더한다 ㅎㅎ,2
" 전국에 계신 생다남,생다녀여러분 늘, 감사합니다.",3
유진이스타킹서비스받고싶당!,3
 저도무용하는사람으로써 일요일날 대회가있는데 연아누난 비교도안되는 큰대회죠,3
악플러보이면 신고하기 눌러주세용,2
  그랑프리화이널 우승보다  연아선수 자신이  불안했던 자신을 이겨냈다는것이  더 훌룡한것임니다.,3
역시 이진욱씨 흠집내기 위한 설계였단 말인가?,2
역시 헬조선은 헬조선일 뿐,0
교회 11조 카드로 가능한가요? 진심 궁금 하내,2
정의는 죽지 않았다!!!!,2
진짜 멋있다... 존경스러워요 언니,3
난 한달180버는데 한달밥사먹는데 170나가는데,2
 좋은조건이고만!!,3
탄핵집회 이것 저것 뉴스 검색하다가우연히 무도 홈피 갔다가 알게됬는데  용기 있는 행동에 박수를 보냅니다.,3
이공계 박사 정도면 탈 조선 해도 어디서든 헬 조선 보다는 대접 받고 살거다...,1
희생된 아이들이 너무 불쌍해 ㅠㅠ눈물나네요 내자식같아서,1
30~40대 아줌마들 진짜 댓글 많이 다네 ㅋㅋㅋㅋ,2
타고난 관심종자가 아니고서야... ㅉㅉㅉ,2
웃기는것도 중요하지만 건강이 젤 우선이란거 항상잊지말고 건강도 챙겨가면서 큰웃음도 함께주셨음 좋겠어요!,3
여러분의 성원에 힘입어wii로 바꿨습니다0,3
진짜 너무너무 아파요,1
너도 바다에 똑같이 쳐넣어버리고싶다 .,0
역시 나라를 책임지는 대통령의 자리에 있는 지도자는 애를 키워본 경험이 있는 자라야 한다,2
해준 경기력인거 같아요...,3
2000년전이면 고구려 광개토왕 이후인데 그럼 만주의 대부분은 당연히 대한민국땅,3
눈깔 하나 뽑고 정중하게 다시 물어보세요.,0
트럼프한텐 대통령연봉이 껌값이겠지...,1
뽀뽀하는 게 아니고 길 물어보는 것 임,2
아가리만 처벌려면 말빠꾸는 정신나간 년 힐러리가 대통령 되는 일은 없으니까 걱정들 마셔! 미국 대통령은 트럼프가 당선될 확율 100%니까,0
목이 넘 짧아~~~,2
내년이 더 기대되는 오승환이다.,3
 그것도 금수저 도와주는거야,2
거짓으로 시작했다가 거짓으로 망할것이다,2
지금은 도자기도 그릇도 아닌 뭐 정체불분명,1
사면없는 최고징역에 처해야 국정농단 사라진다,2
"넥슨이 돈슨이라 그런것도 있지만, 헬조선 특성상 넥슨은 실패할 수밖에 없음",2
텍사스 추신수 안나온다고 방송도 안하더니 이제서야 방송시작하는건가..,2
"썰전에서 유시민 작가가 ""이렇게 장관, 검찰, 공무원 등이 엉망인데 나라가 그럭저럭 돌아가는 걸 보면 대한민국이 참 살기 좋은 나라""라고 했던 말의 취지에 공감이 간다.",2
윤계상 연기가 점점 훌륭?멋집니다?,3
IS 애들 잔뜩 구매하겠네,2
이미 정보다 줬겠지만 한일군사정보보호협정도,2
ㅋㅋㅋㅋㅋㅋ 지 욕먹기 싫고 앞길 막힐까 걱정되서 저러는거 딱 보이긴 하는데 결과적으로 좋은 결과 나오니까 괜찮다.,2
비 안오기만 해 봐.,0
미친소리하고자빠졌네 온국민이 다알고있는데,0
믹 73세?그럼 최태민도 가능.,2
 끊길때 너무 속상해요ㅠㅠㅠ,1
누굴탓하겠어 저러고도 규제 안하는거 보면 멋져 ㅋ,2
 더노력하께이말이 이젠 그녀에게 들리지도않는가봅니다.,1
 둘다 독립적인거지.,2
연대기여금 개꿀 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3
류중일 감독님 원합니다,3
우리는 개돼지가 아니고 뱍근혜를 잡을 잔다르크 입니다,0
박근혜 김기춘 최순실 우병우 이재용죄값만큼 구속시켜라,0
세계보건기구에서 난민촌에 지급할건 음식 의료보다는 정관수술이 우선이다..,2
박그네가 문제야 그년이 문제야,0
빨리 정권 바꿔서 단죄합시다..,0
우리나라 야당과 좌익들이 좋아할 듯........ 꿈에 그리던 미군철수가 실현될수도.............ㄷㄷㄷㄷㄷㄷ,2
이걸 기사라고 ㅡㅡ,0
민주주의 뜻도 모르는 무식한년들? 진짜 삼족을 멸하고 싶은게 대한민국 국민의 뜻이다~~!!!!!!!,0
증세있고 복지는없는 우리나라 ㅋㅋㅋ,0
싸그리 미친것들 ~~~그래서 아프냐~~!!!,0
갓현주연기좋아요♡♡,3
 표현하는 순간 제가 받을 상처를 생각하면 그게 너무 마음아파요..,1
 G5 발열 및 싸구려 소재 문제는 ??,2
옛날부터 하고싶었던 붕어빵장사해보고싶네요!!!.,3
오늘 심판 골 방해 절라함,0
훈련병때는 당연히 전화가 쓸수가 없어서 그나마 위안이 됬거든요,1
 힘이드네요,1
아주 쉽게 눈에 쏙쏙 들어오게 설명을 해주시니  백주부님께 퐁당 안빠질수 없죠?,3
늘 열렬히 응원하는 아빠나이 아저씨입니다.,3
워드화 교수라는 사람 얼마 받았을까.,2
본방사수 할께요^^,3
피토할것 같음,1
그동안 뭐 그럴싸한 핑계거리라도 준비한 줄 알았더니 별거 없네?,2
두개 콜라보 해도 재미있을거 같은데 ㅋㅋ,3
이단장 너 팀성적책임지고 나가야지!!,2
 응원부탁드려요,3
구속시켜라,0
말콤엑스는 위대한 스승이다!!!,2
머찌다!!!!상남자 아이가~!!!,3
 최희준앵커 초고입니다,3
죽었다깨나도 자진사퇴는 안할겁니다,0
 팬으로써 해줄 수 있는게 믿고 기다리는것밖에 없어서 미안해,1
탄핵 안가면 300만 촛불이다!!!!!!,0
기사 내는거 보아하니 정식발매는 틀렸고 강원도도 곧 막겠네 ㅋ,1
그래서 그런지 남자친구 군대보낸 여자를 건드는게 남자답지 못한 생각도 들고..,1
국민들 피땀흘려 번돈 삥뜯어 처먹는 새 기들아,0
 왠만한 고통은 잘 참고 버티는데 너무 아파요 ..,1
저 변호사 앞으로 앞날이 궁금할쎄,2
삭제할께요,1
 세금 많이 걷어야 또 해외나가겠죠!,0
 아 혼란스럽습니다,1
오늘 포수 유강남의 역전 투런 홈런과 허프의 7이닝 1실점으로 배터리들의 활약이 가장 돋보였다!,3
참고로 한자 또한 동이족의 문자입니다.,2
하체만 보안하면 쓰임새가 많겠네,3
어딘가 취해있다가 이제 정신이 좀 들었나보지,2
오바마 진짜 대단한 사람,3
진짜 로또 주인공....,1
인류가 자연을 이길수 있는 방법은 파괴하는 것뿐이다,2
 돈있으면 성형했죠..,1
조윤선 제2에 최순실 될려고 한거같은데 감방동기됬네,3
이휘재와 비교됨,2
좋은 정보 감사합니다.,3
매번 제 생각에 좋을거 같은 선물을 해줘서 그런지엄청 좋아하지 않아서..,1
군사용으로 쓰기에는 너무 느리지 않나.....,2
전복 이름 지어준거 겁나웃김ㅋㅋㅋㅋㅋㅋㅋㅋ 마이클이라닠ㅋㅋㅋㅋㅋㅋㅋ,3
응. 선풍기밖에 없는 우리집 밤 10시 20분에 33도~,2
일본은 수많은 태풍과 지진등 이세상이 있는한자연 대재앙을 감수해야 하는 벌을 대대손손 받을것입니다!,0
 그니깐 푸욱 쉬고 나중에 건강한 모습으로 웃으면서 봐요!,3
 마치 나 들으라고 한듯 한게 고민요0,1
와교관이 꿈이었는데.. ㄷ,1
죽어서 해주면 뭐하나 살아있을때 잘해주지,1
새해부터 겁나빡치게하네,0
점점 낭떠러지 끝으로 달려가는 기분.,1
 진심용기있으시네요!,3
건강보험료 올라가자 의사들 차부터 바꾸더라 ㅋㅋ,1
결혼까지 할 것 같지는 않은데..?,2
현종아 행복하자...,2
공모자들..신천지,2
터널저 영화는 보는 내내 손에 땀 납니다...,2
주간아 레전드가될듯ㅎㅎ,3
작년에 그 용병도 설레발 장난 아니였다..,2
어떡하요? 아....,1
지금 영화보고 나오는 길인데 언니가 더 좋아짐요♡♡ 슬픔&안도ㅜㅜ,3
판사 일 잘하네..,2
 군인의 임무가 머냐?,2
하2틀 쉬고있는디 뭐가 이렇게 답답한지,1
"박크네재산도추적해야합니다,",0
사랑한다LG~사랑한다LG~,3
당해도 싸다.,0
근데 왜 사진속 헬기는 그냥 촬영용 헬기냐;,2
앞으로도 우리들 곁에서 맛깔스런 음식문화 창달에 더욱 힘을내시리라 믿습니다.,3
 집에도 돈이 없어서 못돌아가는데 어쩌죠??,1
금수저 부럽다,1
어르신 감사합니다.,3
죽고십나,0
주홍글씨~약쟁이 ㅋ,2
우와 대투더박 멋있다,3
원래 견독이야 길근ㅏ임의 가장 강력한 지지층이엿으니 놀랍지 않다.,2
음주운전은 했지만 술은 안마셨다,2
그이후 지금 냉전중인 상태에요,1
개소리하지 마라 탄핵만이 답이다,0
하다하다 지 애기를 파네,0
특검 진행해서 진실을 밝혀라!!!!!,0
 박ㅈ근혜년 죽인다고.,0
내일 학교가야하는데오늘 이대론 빡쳐서 잠못자겟네요,0
임창정이 부릅니다. 또 다시 사랑,2
같이 다니던 여자애들이넌 어째 남자랑 더 친한 거 같다고  ㅋㅋㅋㅋㅋㅋ,3
"복지가 꼭 나쁜건 아닌데,가난하게 됐으면 줄여야 하지...",2
하양사는데 매해 여름 걱정임ㅜㅜ전기세로ㅜㅜ,1
" 아아, 우리나라 정말로 어디를 향하고 있나...",1
스파이로 정보 털어서 여기서 고문을 하다니완전 돈거다,0
전남친한테 차이고일주일 뒤에 올차단 당했어요.,1
말도 조리있게 잘하고 맞는말 해주고 지금 대통령이랍시고 계시는 분보다 훨씬 낫다.,3
방송의 대한 개념이 없다;,1
?? 태어나줘서 너무 고맙고 세븐틴이어서 너무 고마워요,3
 리프트도 안올려서 대형 꼬이고...... 속상해..ㅠㅠㅜㅜㅜㅠ,1
 하루라도 안하면 바로금단현상이 오는데 미치겠네요..,1
박그네가이글을싫어합니다.,2
"사드핑계대지 말고 한국은 쇼핑외에는 볼게 없어 ,인심도 바닥이지,관객을 호구로보질 안나,무시하지 안나",0
흠 물은 물이요 산은 산이로다...,2
남이 만든게임을 잘 하는 나라죠..,2
난오늘도일한다 ㅠ,1
왜 3범인데 700내냐.징 역을 살게해야지.그지같은 법,0
국가와 선사는 모두 4류인데 피해학생들만 1류 선진시민이었네요ㅜ.ㅜ,1
살이빠져서 얼굴이 더 작아졌네요ㅠㅠ,2
좋은 정보를 주심에 다시한번 감사드리고항상 건강하시며 좋은 일만 가득하시길 바랍니다 (^*^),3
 스킨로션을 뭘로사줘야할지 도통모르겠어요.ㅜ,1
SM 고맙습니다.그때 하와이가서...,3
테러리스트에 대해서는 부모님까지 같이 처벌해야한다...,2
나바로가 약빤것도 아니고 주작한것도 아닌데 왜 인성 운운 하시는지 ????,0
할수있다 할수있다 ㅎ,3
경찰이 무고한 흑인 살해하는건 정당방위고 흑인이 경찰살해하면 안되는건가 ?,2
놀러다니면서 돈번다는건....,1
이로서 드디어 연정훈이 오랜 왕좌를 물려 주겠구만.,2
말이안된다 주목공포증이라면 연기는 어떻게해..?,0
기아전에서 패한게아니라 엘지전이다,0
바람출연때가멋졌지 ㅋㅋ,3
뭘먹든 어딜가든 뭘하든..,1
김훈 선생의 세련된 문체에 존경을 표합니다.,3
오프닝 곡이 발매가 예정이 아니엇다니 뭔말이야,2
비가 아빠 노릇을 해야지...,2
청문회냐 이게?,0
 하지만 문제는 국민연금의 대부분이 대기업 주식에 투자한 상태라 대기업들이 망하면 국민연금 망합니다.,1
남산 보호라곤 ㅣ도 없는 사람들,0
미국에선 원 플러스 원도 하면서!!,0
짜고 치는 고스돕! 뻥 좀 작작 쳐라!진실은 곧 드러나기 마련이다.,0
창조의 어머니니뮤 ㅎ,2
헌재는 그냥 이제 판결내려도 되지않겠냐????,2
돼지는 고마운 동물이다,3
 정말 내가 이런 것들이랑 같이 살고있다는게,0
이만하면 약재환이 아닌 갓재환이다.,2
여러가지 많은 도움주시네요...,3
내년 대선에서 반드시 무능한 정부를 심판해서 국민들의 결속된 힘을 보여 줍시다...,2
내입에 풀칠하기도 바쁜데 무슨 애를 낳노,0
올해에 잘한 사람주는거지 개근상도 아닌데 무슨 짓이야 박명수 대상이상으로 최악,0
나는 이래서 존스가 좋다,3
내일가는데 막막하네요...,1
 다 국민의 심판을 받으리.,0
제가 이러면 우리 둘한테 더 힘들다고 했어요...,1
"정말 ""짱""입니다,,,",3
헬조센은 또 배아파하긋네 ㅋㅋㅋ,1
이참에 학실하게 인연끈어삐라 시호야,0
진짜 그냥 글로 하는 말이아니라 현실 구역질납니다..,0
 수족묶여 구타당해도 할말없겠지?,1
is를 없애는 것이 불가능 하다면 is배후에 누가 있는지 알아내서 차단 한다면 is도 자연스레 소멸 하지 않을까요?,2
몇일전 대기업임원 룸살롱에서 일행이 보는데서 여종업원 성폭행했다는데...이런 나쁜놈은 안잡고..,0
이렇게 천천히 마음이 식은남자도 다시 돌아올 가능성이있나요..?,1
민영화해라!,0
쥐구멍에도 볕 들 날이 있다. 찍찍이 홧팅.,2
416때 머리하고 화장시켜준 여자를 잡아들여서 족치면 주사자욱 언제인지 분명히 안다!!!!,0
나무아미타불....,2
너같은 사람 또 만날수있을까...,1
ㅋㅋ 요기는 맑아~!! 어디 외국에 사시나 비는커녕~!! 하늘이 파란데~!! 먼소리야~!!,2
런닝맨을 사랑해주신 모든분들께 감사드립니다.,3
드디어 1박2일 편하게 보겠네 비로감 빠졌으니.,2
또 터지면 이제는 어떤 변명을 할지 궁금해진다. 순실전자,0
담뱃세 걷어다가 니 태반주사 맞았냐?ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ,3
